               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.067583,            0.027993,           0.0030266,             0.36543,              0.5893,             0.44247,             0.24469,            0.075273,            0.015408,             0.00444,           0.0086852,           0.0086852,           0.0086852
                  19,            0.069236,            0.025788,            0.003987,             0.43203,             0.56915,             0.43046,             0.21529,             0.07278,            0.015549,           0.0042026,           0.0086078,           0.0086078,           0.0086078
                  20,            0.064528,            0.026244,           0.0030321,              0.4087,             0.53749,             0.40386,             0.21572,            0.068393,            0.015682,           0.0040871,           0.0085305,           0.0085305,           0.0085305
                  21,            0.064153,            0.026525,           0.0037244,             0.31234,             0.45911,             0.37475,             0.24778,            0.069887,             0.01531,           0.0038132,           0.0084531,           0.0084531,           0.0084531
                  22,            0.062993,            0.025344,           0.0029045,             0.42194,             0.49757,             0.39731,             0.25042,            0.072009,            0.014503,           0.0036946,           0.0083758,           0.0083758,           0.0083758
                  23,            0.062847,            0.024946,           0.0028819,             0.37247,             0.60415,             0.47167,             0.28673,            0.064576,             0.01503,           0.0034698,           0.0082984,           0.0082984,           0.0082984
                  24,             0.06087,            0.025395,           0.0025331,             0.49633,             0.55402,             0.46544,             0.29445,            0.063439,             0.01516,           0.0033677,           0.0082211,           0.0082211,           0.0082211
                  25,              0.0586,            0.025161,           0.0027969,             0.44693,             0.52382,             0.47145,             0.29085,            0.058595,            0.015924,           0.0033071,           0.0081437,           0.0081437,           0.0081437
                  26,            0.055962,            0.026976,           0.0025095,             0.44058,             0.58387,             0.46235,             0.25646,            0.062226,            0.015593,           0.0032912,           0.0080664,           0.0080664,           0.0080664
                  27,            0.056395,            0.024864,           0.0023143,             0.50034,             0.65735,             0.53236,             0.32398,            0.063282,            0.015524,           0.0032621,           0.0079891,           0.0079891,           0.0079891
                  28,            0.058386,            0.027199,            0.003114,             0.52602,             0.71333,              0.5751,             0.29728,            0.053962,            0.015932,           0.0034249,           0.0079117,           0.0079117,           0.0079117
                  29,            0.055111,            0.025212,           0.0024715,             0.47987,             0.67643,             0.56179,             0.33573,            0.057859,            0.015074,           0.0032789,           0.0078344,           0.0078344,           0.0078344
                  30,            0.056134,            0.024313,           0.0023521,             0.55008,             0.67717,             0.57485,             0.33896,            0.053511,            0.014858,           0.0034033,            0.007757,            0.007757,            0.007757
                  31,            0.052782,            0.023887,           0.0026804,             0.59749,             0.72498,             0.64923,             0.35393,            0.056641,            0.014386,           0.0033431,           0.0076797,           0.0076797,           0.0076797
                  32,            0.051382,            0.024112,           0.0022536,             0.53173,             0.73245,             0.60942,             0.36005,            0.057839,            0.014562,           0.0032524,           0.0076023,           0.0076023,           0.0076023
                  33,             0.05147,            0.022056,           0.0028085,             0.58001,             0.71859,             0.63693,             0.36495,            0.055812,            0.014276,           0.0033404,            0.007525,            0.007525,            0.007525
                  34,            0.051285,            0.025574,           0.0024691,             0.50238,             0.70108,             0.58624,             0.31332,            0.057712,            0.015255,           0.0032966,           0.0074477,           0.0074477,           0.0074477
                  35,            0.053743,            0.021355,           0.0023816,             0.55484,             0.71173,             0.60655,             0.33861,            0.055437,            0.014309,             0.00335,           0.0073703,           0.0073703,           0.0073703
                  36,            0.049571,            0.023689,           0.0026545,             0.52273,             0.66737,             0.57477,             0.34913,            0.058061,            0.015192,           0.0032704,            0.007293,            0.007293,            0.007293
                  37,            0.049414,            0.024565,           0.0028393,             0.64829,             0.65329,             0.59632,             0.31092,            0.057919,            0.014235,           0.0033564,           0.0072156,           0.0072156,           0.0072156
                  38,            0.047925,            0.023823,           0.0024822,             0.64993,             0.64118,             0.61968,             0.33789,            0.053525,            0.014185,           0.0032441,           0.0071383,           0.0071383,           0.0071383
                  39,            0.049347,             0.02224,           0.0020555,             0.65094,             0.69915,             0.64786,             0.37648,            0.050561,            0.013965,             0.00328,           0.0070609,           0.0070609,           0.0070609
                  40,            0.047991,            0.022175,           0.0018109,             0.68415,             0.73235,             0.73227,             0.40965,            0.049285,            0.013906,           0.0032334,           0.0069836,           0.0069836,           0.0069836
                  41,            0.047673,            0.022673,           0.0017035,             0.79189,             0.69735,             0.72946,             0.41894,            0.049001,            0.013837,           0.0032385,           0.0069063,           0.0069063,           0.0069063
                  42,            0.047008,            0.021442,           0.0019569,             0.71201,             0.70187,             0.69116,              0.4003,            0.047948,            0.014216,           0.0032826,           0.0068289,           0.0068289,           0.0068289
                  43,            0.045947,            0.020871,           0.0016016,             0.73763,               0.702,             0.71888,             0.42124,            0.047647,             0.01448,           0.0033391,           0.0067516,           0.0067516,           0.0067516
                  44,            0.045928,            0.021871,           0.0016242,             0.72262,             0.73846,             0.73074,             0.40229,            0.048169,            0.015298,           0.0033224,           0.0066742,           0.0066742,           0.0066742
                  45,            0.046075,               0.022,           0.0022133,             0.75152,             0.71537,             0.73364,             0.38544,            0.047322,            0.014666,           0.0032955,           0.0065969,           0.0065969,           0.0065969
                  46,            0.044826,            0.023068,           0.0022132,             0.71522,             0.70221,             0.71379,             0.39255,            0.051018,            0.014437,           0.0032722,           0.0065195,           0.0065195,           0.0065195
                  47,            0.045185,            0.022006,           0.0019519,             0.69751,             0.76633,             0.70599,             0.40484,            0.047943,            0.014788,           0.0032312,           0.0064422,           0.0064422,           0.0064422
                  48,            0.046203,             0.02161,           0.0018758,             0.68724,             0.64894,             0.64044,             0.37961,            0.049224,            0.014892,           0.0033375,           0.0063648,           0.0063648,           0.0063648
                  49,            0.043365,             0.02203,           0.0023985,              0.7723,             0.76454,             0.76136,             0.42153,            0.047789,              0.0143,           0.0033365,           0.0062875,           0.0062875,           0.0062875
                  50,            0.044042,            0.022288,            0.002077,             0.73191,             0.75707,             0.71731,             0.40136,            0.050432,            0.014151,           0.0033909,           0.0062102,           0.0062102,           0.0062102
                  51,            0.045239,            0.022416,           0.0020977,             0.78227,             0.71942,             0.74273,             0.41506,            0.046931,            0.014326,           0.0033952,           0.0061328,           0.0061328,           0.0061328
                  52,            0.042134,            0.022552,             0.00241,             0.74334,             0.76996,             0.74777,             0.40909,             0.04685,            0.014913,           0.0033463,           0.0060555,           0.0060555,           0.0060555
                  53,            0.043154,            0.022222,           0.0018452,             0.75483,             0.70554,             0.69552,             0.38345,            0.047785,            0.015359,           0.0033673,           0.0059781,           0.0059781,           0.0059781
                  54,            0.042994,            0.022582,           0.0019643,             0.80181,             0.71123,             0.73521,             0.38855,            0.048159,            0.014443,           0.0033465,           0.0059008,           0.0059008,           0.0059008
                  55,            0.040432,            0.020902,           0.0017625,             0.77366,             0.77346,             0.78057,             0.42701,            0.046627,            0.013973,           0.0032626,           0.0058234,           0.0058234,           0.0058234
                  56,            0.040599,            0.020064,            0.002407,             0.83222,             0.74049,             0.78975,             0.41348,            0.047023,             0.01407,           0.0032052,           0.0057461,           0.0057461,           0.0057461
                  57,            0.039809,            0.021764,           0.0017066,             0.74709,             0.77199,             0.75725,             0.41188,            0.045638,             0.01401,           0.0032085,           0.0056688,           0.0056688,           0.0056688
                  58,            0.040224,            0.020753,           0.0020963,             0.70106,             0.79926,             0.73322,             0.41292,            0.045352,            0.014341,           0.0031823,           0.0055914,           0.0055914,           0.0055914
                  59,            0.040354,            0.020764,           0.0018711,             0.76103,             0.73141,             0.75504,             0.41141,            0.045639,            0.014811,           0.0031208,           0.0055141,           0.0055141,           0.0055141
                  60,            0.039989,            0.020036,           0.0015927,             0.79864,             0.73061,             0.74111,             0.41076,            0.046302,            0.014269,           0.0031365,           0.0054367,           0.0054367,           0.0054367
                  61,            0.039681,            0.019834,           0.0022284,             0.77821,             0.71346,             0.72999,             0.41746,            0.047133,            0.014117,           0.0031948,           0.0053594,           0.0053594,           0.0053594
                  62,            0.040378,            0.020568,           0.0019495,             0.81671,             0.79372,             0.79802,             0.42367,            0.044789,            0.014173,           0.0031032,            0.005282,            0.005282,            0.005282
                  63,            0.039224,            0.020107,           0.0021284,             0.75209,             0.76743,              0.7402,             0.42339,            0.044762,            0.014218,           0.0031158,           0.0052047,           0.0052047,           0.0052047
                  64,            0.038165,            0.020912,           0.0017528,             0.75083,             0.77914,             0.77169,             0.43792,            0.044472,            0.014069,           0.0032121,           0.0051273,           0.0051273,           0.0051273
                  65,            0.038131,            0.020141,           0.0022253,             0.76445,             0.71982,             0.73902,             0.40484,            0.046768,            0.014839,           0.0033274,             0.00505,             0.00505,             0.00505
                  66,            0.038726,            0.018719,            0.002042,             0.81451,             0.72596,             0.77439,             0.41144,            0.046441,            0.014562,           0.0034022,           0.0049727,           0.0049727,           0.0049727
                  67,            0.036903,            0.020587,           0.0017896,             0.81456,             0.73964,             0.77207,             0.42987,            0.045311,              0.0139,           0.0033188,           0.0048953,           0.0048953,           0.0048953
                  68,            0.036774,            0.019345,           0.0017945,             0.75485,             0.78137,             0.76799,              0.4265,            0.045106,            0.014051,            0.003286,            0.004818,            0.004818,            0.004818
                  69,            0.037029,             0.01965,           0.0016008,             0.81082,             0.76965,             0.77485,             0.44015,            0.043815,            0.014234,           0.0031468,           0.0047406,           0.0047406,           0.0047406
                  70,            0.037259,            0.020791,           0.0016119,             0.77234,             0.73663,             0.75185,             0.41287,            0.045232,            0.014596,           0.0031247,           0.0046633,           0.0046633,           0.0046633
                  71,            0.036926,             0.01869,           0.0017154,             0.81226,             0.74637,             0.78901,             0.43192,            0.044377,            0.014404,           0.0031041,           0.0045859,           0.0045859,           0.0045859
                  72,              0.0378,            0.019801,           0.0014232,             0.80727,             0.76026,             0.76356,             0.43399,             0.04467,            0.014375,           0.0030952,           0.0045086,           0.0045086,           0.0045086
                  73,            0.035989,            0.021221,           0.0017198,              0.7881,             0.77765,             0.76571,             0.43979,            0.044567,            0.014685,           0.0031099,           0.0044313,           0.0044313,           0.0044313
                  74,            0.035265,            0.019313,           0.0015415,             0.82208,             0.78069,             0.79113,             0.43446,            0.045208,            0.014267,           0.0031101,           0.0043539,           0.0043539,           0.0043539
                  75,            0.035845,            0.019559,           0.0012345,             0.85331,              0.8004,              0.8149,             0.45133,            0.043862,            0.014158,           0.0031812,           0.0042766,           0.0042766,           0.0042766
                  76,            0.036855,            0.020316,           0.0018251,             0.79856,             0.76159,             0.77277,             0.44322,            0.044226,            0.014565,           0.0031823,           0.0041992,           0.0041992,           0.0041992
                  77,            0.035196,            0.019604,           0.0017237,              0.7957,             0.78222,             0.80026,             0.42573,            0.047032,             0.01447,           0.0031393,           0.0041219,           0.0041219,           0.0041219
                  78,            0.035208,            0.018921,           0.0013814,             0.81248,             0.77374,             0.78411,             0.43261,            0.044497,            0.014649,           0.0030509,           0.0040445,           0.0040445,           0.0040445
                  79,            0.035853,            0.020247,            0.001486,             0.85207,             0.77346,             0.78821,             0.43992,            0.044033,            0.015072,           0.0030866,           0.0039672,           0.0039672,           0.0039672
                  80,            0.035181,            0.019745,           0.0011954,             0.81613,             0.75686,             0.76765,             0.43628,            0.043801,            0.015029,           0.0031866,           0.0038898,           0.0038898,           0.0038898
                  81,            0.036569,            0.019932,            0.001197,             0.83006,             0.75758,             0.78546,              0.4355,            0.044176,             0.01482,           0.0032033,           0.0038125,           0.0038125,           0.0038125
                  82,             0.03434,            0.017998,           0.0013102,             0.83332,              0.7943,             0.79116,             0.43114,            0.044464,            0.014771,           0.0032168,           0.0037352,           0.0037352,           0.0037352
                  83,            0.034818,            0.018134,           0.0012591,             0.77471,             0.75985,              0.7503,             0.43375,            0.044976,            0.015017,           0.0032649,           0.0036578,           0.0036578,           0.0036578
                  84,            0.032847,            0.018131,           0.0012426,             0.77543,             0.74596,             0.75225,             0.43694,            0.045776,            0.014961,           0.0032621,           0.0035805,           0.0035805,           0.0035805
                  85,            0.033701,            0.019377,           0.0028155,             0.78955,             0.74624,             0.76076,             0.43033,            0.045481,            0.015419,           0.0032384,           0.0035031,           0.0035031,           0.0035031
                  86,            0.033381,            0.018354,           0.0013982,             0.77986,             0.74572,              0.7701,             0.43945,            0.045322,            0.015603,           0.0032916,           0.0034258,           0.0034258,           0.0034258
                  87,            0.031984,            0.017954,           0.0018782,             0.78927,             0.74728,             0.76789,             0.44737,            0.044841,            0.015635,           0.0032448,           0.0033484,           0.0033484,           0.0033484
                  88,            0.032771,            0.020314,           0.0016117,             0.70448,             0.73102,             0.70955,             0.42615,            0.046935,            0.015218,           0.0032002,           0.0032711,           0.0032711,           0.0032711
                  89,            0.033632,            0.019584,           0.0012113,             0.74032,             0.75985,             0.75215,             0.42502,            0.046621,            0.015354,           0.0031427,           0.0031938,           0.0031938,           0.0031938
                  90,            0.031961,            0.018279,           0.0024327,             0.81976,              0.7468,             0.78788,             0.45055,            0.044847,            0.014931,           0.0031577,           0.0031164,           0.0031164,           0.0031164
                  91,            0.032393,            0.018438,           0.0014693,             0.76796,             0.73263,             0.74889,             0.43988,            0.045663,            0.014992,           0.0030546,           0.0030391,           0.0030391,           0.0030391
                  92,            0.033358,            0.018202,           0.0010593,             0.74628,             0.71267,             0.69645,             0.41771,            0.045835,            0.015079,           0.0030235,           0.0029617,           0.0029617,           0.0029617
                  93,            0.033003,              0.0193,           0.0016888,             0.79549,             0.72596,             0.72654,             0.43842,            0.044496,            0.014861,           0.0029712,           0.0028844,           0.0028844,           0.0028844
                  94,            0.030456,            0.018047,           0.0012271,             0.81268,             0.78763,             0.77806,             0.43843,            0.044354,            0.014735,           0.0029616,            0.002807,            0.002807,            0.002807
                  95,            0.031828,            0.018283,           0.0013276,             0.76105,             0.80152,             0.76139,             0.44932,            0.043248,            0.014617,           0.0029801,           0.0027297,           0.0027297,           0.0027297
                  96,              0.0306,            0.018726,           0.0016666,             0.79732,              0.7743,             0.75254,             0.44859,            0.043427,            0.014567,           0.0029636,           0.0026523,           0.0026523,           0.0026523
                  97,            0.029939,            0.018019,          0.00098957,             0.79617,             0.76708,             0.76542,             0.44831,            0.043735,            0.014737,           0.0029235,            0.002575,            0.002575,            0.002575
                  98,            0.031057,            0.017989,           0.0017389,             0.80587,             0.76735,             0.77502,             0.43981,            0.044643,            0.015147,           0.0029617,           0.0024977,           0.0024977,           0.0024977
                  99,            0.030649,            0.017313,           0.0014346,               0.827,             0.74826,             0.76886,             0.43047,            0.045694,            0.015252,           0.0029921,           0.0024203,           0.0024203,           0.0024203
                 100,            0.030245,            0.017479,           0.0010114,             0.78163,             0.74537,              0.7444,             0.44668,            0.043935,            0.015069,           0.0030278,            0.002343,            0.002343,            0.002343
                 101,            0.030527,             0.01795,             0.00137,             0.75628,             0.72569,             0.72246,             0.44834,            0.043675,            0.015147,           0.0030022,           0.0022656,           0.0022656,           0.0022656
                 102,            0.029202,            0.019409,           0.0010892,             0.74469,             0.73545,             0.73073,             0.44447,            0.043948,            0.015102,           0.0029659,           0.0021883,           0.0021883,           0.0021883
                 103,            0.029919,            0.018236,           0.0010149,             0.76503,             0.72569,             0.72833,             0.44223,            0.044284,            0.015004,           0.0029525,           0.0021109,           0.0021109,           0.0021109
                 104,            0.030204,            0.016535,           0.0017429,             0.79874,             0.76013,             0.75632,             0.44777,            0.043537,            0.014846,           0.0029892,           0.0020336,           0.0020336,           0.0020336
                 105,            0.029753,            0.017933,          0.00094909,             0.79813,             0.76708,             0.74251,             0.44527,            0.043529,             0.01488,           0.0029363,           0.0019563,           0.0019563,           0.0019563
                 106,            0.029491,            0.017493,           0.0012951,             0.79508,             0.75555,             0.75448,             0.45542,            0.043165,            0.014864,           0.0029672,           0.0018789,           0.0018789,           0.0018789
                 107,            0.028512,            0.017952,           0.0014639,             0.80466,             0.74624,             0.74919,             0.45479,            0.042781,            0.014861,           0.0029897,           0.0018016,           0.0018016,           0.0018016
                 108,            0.029171,            0.018089,           0.0011617,             0.82393,             0.74652,             0.74832,             0.44224,            0.043902,            0.015264,           0.0030035,           0.0017242,           0.0017242,           0.0017242
                 109,            0.028904,            0.018898,           0.0013793,             0.80725,             0.73263,             0.72989,             0.44115,            0.043493,            0.015307,           0.0029711,           0.0016469,           0.0016469,           0.0016469
                 110,            0.027751,            0.017361,          0.00097681,             0.81461,             0.74897,             0.77117,             0.44963,            0.043309,            0.015163,           0.0029452,           0.0015695,           0.0015695,           0.0015695
                 111,            0.028215,            0.016633,          0.00077079,             0.80613,             0.74624,             0.76908,             0.44377,            0.043362,            0.015089,           0.0029567,           0.0014922,           0.0014922,           0.0014922
                 112,            0.027889,            0.018235,           0.0016226,             0.80816,             0.73776,             0.75901,             0.44142,            0.043248,            0.015084,           0.0029426,           0.0014148,           0.0014148,           0.0014148
                 113,             0.02793,            0.017151,          0.00083681,             0.77861,              0.7468,             0.74759,             0.43908,            0.044346,            0.015065,           0.0029308,           0.0013375,           0.0013375,           0.0013375
                 114,            0.028367,            0.017991,           0.0014411,             0.80074,             0.75921,             0.75003,             0.43616,            0.044183,             0.01522,           0.0029407,           0.0012602,           0.0012602,           0.0012602
                 115,            0.027061,            0.017914,          0.00091842,             0.82822,             0.75131,             0.76568,             0.44489,            0.044165,            0.015142,           0.0029814,           0.0011828,           0.0011828,           0.0011828
                 116,            0.028854,            0.017225,           0.0022295,             0.83945,              0.7793,             0.78689,             0.43614,            0.043815,             0.01494,           0.0030503,           0.0011055,           0.0011055,           0.0011055
                 117,             0.02763,            0.017655,           0.0012119,             0.81836,             0.78377,             0.79342,             0.44773,            0.043784,            0.014803,           0.0030786,           0.0010281,           0.0010281,           0.0010281
                 118,            0.027523,            0.017215,           0.0013507,             0.79818,             0.75928,             0.75291,             0.44303,            0.044046,            0.014794,           0.0030842,          0.00095078,          0.00095078,          0.00095078
                 119,            0.026989,            0.017454,            0.001338,             0.78947,             0.75319,             0.74666,             0.44697,             0.04305,             0.01477,           0.0030511,          0.00087344,          0.00087344,          0.00087344
                 120,            0.027656,            0.017158,           0.0012058,             0.80478,             0.77276,             0.76057,              0.4488,            0.043115,            0.014839,           0.0030112,          0.00079609,          0.00079609,          0.00079609
                 121,            0.026946,            0.017837,           0.0012766,             0.80796,             0.77341,             0.76637,              0.4511,            0.043065,            0.014725,           0.0029966,          0.00071875,          0.00071875,          0.00071875
                 122,            0.027386,            0.017438,           0.0012355,             0.81733,             0.78763,              0.7827,             0.44902,            0.042966,            0.014823,           0.0030049,          0.00064141,          0.00064141,          0.00064141
                 123,            0.026791,            0.016871,           0.0010945,             0.81092,             0.77652,             0.78456,             0.44771,            0.043077,            0.014884,            0.002989,          0.00056406,          0.00056406,          0.00056406
                 124,            0.026774,            0.017928,           0.0012708,              0.8095,             0.78337,             0.78055,             0.44843,            0.043005,            0.014896,           0.0029814,          0.00048672,          0.00048672,          0.00048672
                 125,            0.026623,             0.01648,           0.0016136,             0.80826,             0.75291,              0.7612,             0.44324,            0.043237,            0.015005,           0.0029558,          0.00040938,          0.00040938,          0.00040938
                 126,            0.025609,            0.017983,          0.00078962,             0.81765,             0.75631,             0.78401,              0.4489,            0.043391,            0.015082,           0.0029509,          0.00033203,          0.00033203,          0.00033203
                 127,            0.027556,              0.0169,           0.0010496,             0.83481,             0.76708,              0.7982,             0.45219,            0.043224,            0.015206,           0.0029549,          0.00025469,          0.00025469,          0.00025469
